test_id,wp,section,description,decision,priorite_tri,role_ou_raison,confirmatory,mode,engine,required_datasets,technical_outcome,scientific_verdict,dataset_cible,cause_blocage,action,source_line
A2-001,A2,Conditions initiales et références,Utiliser plusieurs éphémérides JPL.,VIRER,,"balayage exploratoire/paramétrique : intégrer comme robustesse, pas comme test autonome",False,external_code,astronomy_initial_conditions,orbital_initial_conditions;ephemerides,blocked,undetermined,ephemerides ; orbital_initial_conditions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,422
A2-002,A2,Conditions initiales et références,Propager les covariances des conditions initiales.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,astronomy_initial_conditions,orbital_initial_conditions;ephemerides,blocked,undetermined,ephemerides ; orbital_initial_conditions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,423
A2-003,A2,Conditions initiales et références,Générer des ensembles d’états initiaux cohérents avec les incertitudes.,VIRER,,"simulation/synthétique : garde-fou méthodologique, pas preuve externe",False,data_required,astronomy_initial_conditions,orbital_initial_conditions;ephemerides,blocked,undetermined,ephemerides ; orbital_initial_conditions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,424
A2-004,A2,Conditions initiales et références,Comparer coordonnées cartésiennes et éléments orbitaux.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,astronomy_initial_conditions,orbital_initial_conditions;ephemerides,blocked,undetermined,ephemerides ; orbital_initial_conditions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,425
A2-005,A2,Conditions initiales et références,Tester les transformations de repère.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,astronomy_initial_conditions,orbital_initial_conditions;ephemerides,blocked,undetermined,ephemerides ; orbital_initial_conditions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,426
A2-006,A2,Conditions initiales et références,Tester plusieurs époques initiales.,VIRER,,"balayage exploratoire/paramétrique : intégrer comme robustesse, pas comme test autonome",False,data_required,astronomy_initial_conditions,orbital_initial_conditions;ephemerides,blocked,undetermined,ephemerides ; orbital_initial_conditions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,427
A2-007,A2,Conditions initiales et références,"Comparer aux solutions La2004, La2010 et autres références indépendantes.",GARDER,P3,réplication indépendante,False,external_code,astronomy_initial_conditions,orbital_initial_conditions;ephemerides,blocked,undetermined,ephemerides ; orbital_initial_conditions,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : ephemerides ; orbital_initial_conditions.,428
A2-008,A2,Conditions initiales et références,Valider sur des horizons croissants.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,astronomy_initial_conditions,orbital_initial_conditions;ephemerides,blocked,undetermined,ephemerides ; orbital_initial_conditions,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : ephemerides ; orbital_initial_conditions.,429
A2-009,A2,Conditions initiales et références,Mesurer le temps de divergence chaotique.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,astronomy_initial_conditions,orbital_initial_conditions;ephemerides,blocked,undetermined,ephemerides ; orbital_initial_conditions,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : ephemerides ; orbital_initial_conditions.,430
A2-010,A2,Conditions initiales et références,Ne jamais interpréter au-delà de l’horizon de fiabilité.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,astronomy_initial_conditions,orbital_initial_conditions;ephemerides,blocked,undetermined,ephemerides ; orbital_initial_conditions,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : ephemerides ; orbital_initial_conditions.,431
A3-001,A3,Physique manquante,la Lune résolue,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,astronomy_physics,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,437
A3-002,A3,Physique manquante,la rotation terrestre,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,astronomy_physics,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,438
A3-003,A3,Physique manquante,l’obliquité dynamique,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,astronomy_physics,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,439
A3-004,A3,Physique manquante,le J2 solaire,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,astronomy_physics,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,440
A3-005,A3,Physique manquante,les marées,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,astronomy_physics,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,441
A3-006,A3,Physique manquante,la relativité cohérente dans tous les diagnostics,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,astronomy_physics,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,442
A3-007,A3,Physique manquante,les principaux astéroïdes,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,astronomy_physics,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,443
A3-008,A3,Physique manquante,la perte de masse solaire,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,astronomy_physics,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,444
A3-009,A3,Physique manquante,les effets de figures planétaires lorsque pertinents,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,astronomy_physics,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,445
A3-010,A3,Physique manquante,les interactions spin-orbite,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,astronomy_physics,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,446
A3-011,A3,Physique manquante,test d’ablation,GARDER,P1,causalité / histoire / ablation,False,data_required,astronomy_physics,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : orbital_initial_conditions.,450
A3-012,A3,Physique manquante,gain contre référence,GARDER,P3,valeur prédictive,False,data_required,astronomy_physics,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : orbital_initial_conditions.,451
A3-013,A3,Physique manquante,coût numérique,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,astronomy_physics,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,452
A3-014,A3,Physique manquante,effet sur le spectre,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,astronomy_physics,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : orbital_initial_conditions.,453
A3-015,A3,Physique manquante,effet sur l’incertitude,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,astronomy_physics,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : orbital_initial_conditions.,454
A3-016,A3,Physique manquante,interaction avec les autres ajouts,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,astronomy_physics,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : orbital_initial_conditions.,455
A4-001,A4,Interventions et causalité,Perturber masses de Jupiter et Saturne sur une grille fine.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,astronomy_causality,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : orbital_initial_conditions.,459
A4-002,A4,Interventions et causalité,Perturber demi-grands axes.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,astronomy_causality,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : orbital_initial_conditions.,460
A4-003,A4,Interventions et causalité,Perturber excentricités et inclinaisons.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,astronomy_causality,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : orbital_initial_conditions.,461
A4-004,A4,Interventions et causalité,Perturber phases orbitales.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,astronomy_causality,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : orbital_initial_conditions.,462
A4-005,A4,Interventions et causalité,Retirer chaque planète à tour de rôle dans un modèle exploratoire.,GARDER,P3,causalité / histoire / ablation,False,data_required,astronomy_causality,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : orbital_initial_conditions.,463
A4-006,A4,Interventions et causalité,Ajouter des perturbations combinées.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,astronomy_causality,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : orbital_initial_conditions.,464
A4-007,A4,Interventions et causalité,Tester des scénarios de migration historique.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,astronomy_causality,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : orbital_initial_conditions.,465
A4-008,A4,Interventions et causalité,Mesurer la réponse spectrale de la Terre.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,astronomy_causality,orbital_initial_conditions,blocked,undetermined,orbital_initial_conditions,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : orbital_initial_conditions.,466
